text,label,roberta,roberta_score,input_length,gpt2,gpt2_score,roberta_latency_ms,gpt2_latency_ms,deberta,deberta_score,deberta_latency_ms
"@user in a post-truth world of propaganda and organized voter suppression, can you make progress without using the same tools)",neutral,negative,0.5112414360046387,126,positive,0.9999089241027832,36.60662498441525,28.37600000202656,negative,0.6707109808921814,248.80908301565796
@user  death penalty for this dumb fawk,negative,negative,0.9399596452713012,39,positive,0.9998929500579834,39.304375008214265,21.837665990460664,negative,0.9362981915473938,246.07845800346695
"Poorly implemented app can be exploited to locate, unlock and steal a Tesla Model S",negative,negative,0.8596786856651306,83,neutral,0.9812894463539124,40.84416598198004,26.018082979135215,negative,0.8153480887413025,270.3853749844711
@user deadline for WI is today and hoping your people are on it and NOT this lying Putin loving scammer,neutral,negative,0.7033881545066833,103,negative,0.970986783504486,36.475874978350475,29.61187501205131,negative,0.803736686706543,242.67212499398735
@user @user @user @user @user Past Time to take care for our planet.,neutral,neutral,0.7633137106895447,68,positive,0.9999972581863404,39.97470799367875,26.585042010992765,neutral,0.7217254042625427,232.46816601022147
"She doesn't care though, she says next year she's eligible for Medicaid.",neutral,neutral,0.6927275061607361,72,negative,0.9847800731658936,38.973749993601814,26.25537500716746,neutral,0.6951957941055298,234.89066699403335
@user same (praise Kim Jong-un),positive,positive,0.7698298692703247,31,positive,0.9999988079071044,38.99216701393016,22.309833992039785,neutral,0.7576190829277039,248.62608400871977
Don't forget to buy crap! Also who's got my #Hatchimals hookup,negative,negative,0.7807518839836121,62,negative,0.6201522350311279,39.80745800072327,30.703208001796156,neutral,0.5821815133094788,233.53879200294617
What is Homeopathy | National Center for Homeopathy,neutral,neutral,0.9074367880821228,51,neutral,0.9997158646583556,39.58525002235547,21.482208016095683,neutral,0.9137049317359924,275.89266700670123
no building or street or school will named after Fidel Castro in Cuba. That is Fidel's wish.@_cosatu @user @user @user #fidelcastro.,neutral,negative,0.586754322052002,132,neutral,0.7662616968154907,45.06970799411647,39.33004100690596,neutral,0.4879829287528991,287.53333300119266
@user Stop Time Tonight,neutral,neutral,0.9263245463371276,23,positive,0.9999996423721312,43.02195899072103,19.388750020880252,neutral,0.9637755751609802,254.6312920167111
4. One last time - #ArianaGrandehttps://t.co/0o4T0q3GsY,positive,neutral,0.7544316649436951,55,positive,0.9829187393188475,38.8547079928685,34.39358400646597,neutral,0.8276075124740601,237.73520800750703
BOOM: Mass immigration has turned some UK towns into ghettos: Bombshell Report,negative,negative,0.8392994999885559,78,negative,0.9922071099281312,43.41174999717623,29.37891701003537,negative,0.808008074760437,248.77012500655837
Dady is slaying the game of abs.AMÈM LIAM PAYNE #MtvStarsNiallHoran #MPN #OneDirection,neutral,positive,0.815331220626831,86,positive,0.9590948224067688,43.86120798881166,35.64733301755041,positive,0.7105492353439331,256.4898330019787
"@user Federal offices as POTUS ""NEED FEDERAL REGULATIONS, NOT STATE LAWS""~This needs to change to federal rules!",neutral,negative,0.574496865272522,112,positive,0.9995362758636476,43.8252919993829,33.12262499821372,neutral,0.5316946506500244,278.51037500659004
More creepy Elton John info. #pizzagate #pedofiles #pedophiles #coverup,negative,negative,0.8396601676940918,71,neutral,0.9991518259048462,38.39158298796974,33.490165980765596,negative,0.8905894160270691,276.8951249890961
Why tf are tanks at a black lives matter protest but they nowhere to be found when the kkk is celebrating trump's v…,negative,negative,0.8271421790122986,116,negative,0.9952723383903505,37.70279200398363,32.29724999982864,negative,0.6673514246940613,231.72449998673983
@user I wish to be there lovely bro Sami💐Wishing you a successful wonderful and concert in Dubai lots of love…,positive,positive,0.9870431423187256,110,positive,0.9999997615814208,37.17641599359922,29.996666009537876,positive,0.9948983788490297,235.59437500080097
"@user Hi. I can't find the old episodes of #TheWalkingDead  on Virgin on Demand anymore: have they gone, or am I looking wrong? 😊 ❤📺",negative,neutral,0.7211703658103943,132,positive,0.9999833106994628,39.693124999757856,40.12654200778343,neutral,0.6573258638381958,244.4179590092972
Commander of 5th infantry division visit #IraqiArmy and PMF wounded in #Baquba hospital#ام_الربيعين_تجمعنا#mosul…,neutral,neutral,0.7229012846946716,113,neutral,0.5543212294578552,43.30420898622833,44.13070800364949,neutral,0.9617125391960144,257.1976250037551
.@PeterMonPhotog on #Periscope: Black lives matter protest continues,neutral,neutral,0.797024667263031,68,neutral,0.890795886516571,40.339875005884096,27.91987499222159,neutral,0.7997899651527405,240.28629198437557
troubling application of deep learning,neutral,neutral,0.5317122936248779,38,neutral,0.9998527765274048,44.04124998836778,20.599417010089383,negative,0.7003369331359863,270.69370899698697
"@user @user oh, and Hillary most likely didn't win the popular vote, considering how many illegal votes were casted",negative,negative,0.7893977761268616,115,positive,0.9999995231628418,36.514207982691005,29.45316699333489,negative,0.7104204297065735,247.16591599280943
Free use-case based #DeepLearning course with #TensorFlow at @user #BigData…,neutral,positive,0.5587389469146729,76,positive,0.9986427426338196,38.2208339869976,28.102584008593112,neutral,0.7453938722610474,234.3369580048602
As does the $$ the Secret Service must pay to fly on Trump planes to protect Melania & the kids.,neutral,neutral,0.5445947051048279,96,negative,0.999171257019043,35.57604202069342,27.296959015075117,neutral,0.6125773191452026,232.36324999015775
"Honored to represent @user 2 discuss Robots, Materials, Energy & Agriculture at XI Innovation Congress #sswcee",positive,positive,0.949168622493744,110,positive,0.999112904071808,40.187541017076,27.919459011172876,positive,0.9044169187545776,269.149625004502
"Medical marijuana is legal in majority of America, yet veterans get no guidance thanks to VA policy…",negative,neutral,0.4897198379039764,100,negative,0.9999977350234984,41.37795799761079,26.132208004128188,negative,0.531352698802948,254.28012499469332
".@CCFA Of all things, homeopathy? Patients need to know this is a scam with no basis in science (or reality).",negative,negative,0.9255809783935548,109,negative,0.97265887260437,37.77900000568479,35.05062501062639,negative,0.9274709820747375,232.61870900751092
"SORRY, HARRY...I'M LEAVING YOU FOR YOUR TWIN: MARCEL #JK #Onedirection #HarryStyles",neutral,neutral,0.743890643119812,83,positive,0.9999676942825316,42.759208008646965,28.957290982361883,neutral,0.7053981423377991,239.54341700300577
A Bronx Tale of Deplorables. .#PenceMusical,neutral,neutral,0.7906448841094971,43,neutral,0.9999920129776,40.928500005975366,25.528708996716887,negative,0.8977864980697632,241.6526670276653
@user @user @user America was saved. Wake the hell up. You want 2M refugees? Global gov?TPP?Learn the facts goto college,negative,negative,0.825382649898529,120,positive,0.9999997615814208,43.23741601547226,36.1329999868758,negative,0.7337430119514465,253.43533302657303
Soz but u can't protest against animal testing if you eat meat & dairy. Laboratories are like a vacation compared to meat & dairy farms.,neutral,negative,0.6276711821556091,136,positive,0.8596556782722473,38.23608299717307,34.18229200178757,negative,0.6028442978858948,242.5601249851752
@user HBO hun...the show is really good. Get read to have Melania Trump facial expression for like three episodes though😂,positive,positive,0.9107224345207214,121,positive,0.9999979734420776,38.15958299674094,31.426708010258153,positive,0.9649869203567504,245.4662920208648
Thousands flee Raqqa as Turkish-Kurdish tensions threaten anti-IS campaign #ISIS,neutral,negative,0.7862014174461365,80,positive,0.9999443292617798,39.88354100147262,29.276792018208653,negative,0.5355686545372009,233.22816702420823
Dylan Not Dark Yetthis'll keep oneself loving life,positive,positive,0.8317344188690186,50,positive,0.9588545560836792,41.71079199295491,23.62666602130048,positive,0.8846334218978882,244.17720799101517
Worthy Read~,neutral,positive,0.947393536567688,12,neutral,0.9961309432983398,41.95179199450649,20.201833016471937,positive,0.812380850315094,238.07295900769532
"""who's the most wiped out white boy? Zac Efron! Zac Efron!""",neutral,neutral,0.5612324476242065,59,positive,0.9065378308296204,36.90933299367316,32.28058299282566,negative,0.4761565625667572,231.4887090178672
Fan opinion: right now I would absolutely take Justin Verlander as a Red Sox. Hands down. #RedSox,positive,positive,0.7887262105941772,97,neutral,0.999995231628418,38.45808299956843,29.96529100346379,positive,0.5836456418037415,384.90983299561776
Bannon bringing Reagan back! #magahttps://t.co/FgL5uiKtJK via @user,neutral,neutral,0.6252504587173462,67,neutral,0.9834426045417786,36.961167003028095,30.84516600938514,positive,0.6380303502082825,291.9628749950789
Anti-Trump Protests And Riots Backfire!! Students Starting To Realize Th... via @user,neutral,negative,0.7278933525085449,85,positive,0.9997193217277528,36.88891598721966,27.50587501213886,negative,0.8282833695411682,229.1859170072712
"RT @user When they're literally doing a Nazi salute you don't have to fudge and call them ""alt right""",neutral,negative,0.6950089931488037,101,positive,0.9998188614845276,36.94520800490864,29.15499999653548,negative,0.933807134628296,228.44516701297837
Steve Bannon Should Stay out of White House: Attorneys,negative,neutral,0.6709489822387695,54,neutral,0.9996947050094604,40.98445799900219,20.146458002272993,negative,0.62990802526474,247.1132500213571
#humanrights #UnitedNations Palestinian capable of overcoming aches to help humanitarian aids!,neutral,positive,0.6699641346931458,94,positive,0.7791790962219238,40.95479199895635,28.703207994112745,positive,0.6573607921600342,237.73512500338256
#today Somewhere quite high on a road between Bala and Vyrnwy,neutral,neutral,0.9113321900367736,61,positive,0.9999815225601196,40.44112499104813,25.31504098442383,neutral,0.9704861044883728,236.1677500011865
"@user isn't he the ultra conservative anti- gay marriage, anti-abortion, anti- everything guy?",negative,negative,0.6049473881721497,94,positive,0.9999940395355223,36.99020799831487,26.989957987098023,negative,0.5249617099761963,245.82549999468029
"And in my defense, I said Marcelo out of reflex but clarified that Cristiano Ronaldo dos Santos Aveiro is actually the best.",positive,positive,0.7629368901252747,124,negative,0.9972943663597108,38.01308400579728,30.036957992706448,positive,0.6546858549118042,238.99833299219608
Ashley Graham Lands Her First 'Vogue' Cover and Goes Au Naturel,neutral,neutral,0.7915081977844238,63,neutral,0.9952293634414672,41.36966698570177,22.297375020571053,neutral,0.6639063358306885,229.0208330086898
"So I see the takes this week are split between ""the popular vote should reign supreme"" and ""enlightened electors should override the voters""",neutral,neutral,0.6633529663085938,140,neutral,0.9744424819946288,39.18445800081827,30.920707999030128,neutral,0.874646782875061,237.345583998831
I think we should give all #ISIS members a Bible this #Christmas,neutral,negative,0.5957412123680115,64,neutral,0.9977744221687316,38.95529100554995,21.069749986054376,negative,0.4940671622753143,224.13670798414387
This is of concern for all of us,neutral,neutral,0.702945351600647,32,neutral,0.99936705827713,43.45945897512138,20.47616697382182,neutral,0.7161639332771301,240.24633399676532
"Even after the 4th time watching #FantasticBeasts, I still teared up at the John Williams opening scores. Such a cry baby 😭",positive,negative,0.5288591384887695,123,positive,0.4820009768009186,44.39470899524167,28.808542003389448,positive,0.5025023818016052,220.7945830014069
"@user Never will let - via the reluctance influx of robbed by Poroshenko Ukrainian, where millions of families live on $ 40 a month",negative,negative,0.80623459815979,131,positive,0.9999974966049194,38.006249989848584,29.172500013373792,negative,0.8937011361122131,226.79929199512117
Late Thanksgiving Day selfie #happyholidays #notsweaterweather…,positive,positive,0.9356621503829956,63,negative,0.988055408000946,41.2714580015745,26.97595799691044,positive,0.930359959602356,227.2995829989668
"The ""rich white racists"" hurting ""brown people"" are the Liberals inciting riots & racial divide in America! #Putin'…",negative,negative,0.9066764116287231,116,negative,0.991084098815918,38.68316701846197,30.38345801178366,negative,0.8799914121627808,232.59841598337516
Banda Piper -  Ricky Martin (Livin' la vida loca) e Marron 5 (This love) via @user,neutral,neutral,0.8939383029937744,82,positive,0.9999351501464844,37.87162498338148,31.407500006025657,neutral,0.7061107754707336,227.7298750123009
Tesla Factory overview    they're already producing Model 3 or S,neutral,neutral,0.8898293375968933,64,neutral,0.9998953342437744,39.50804198393598,21.553250000579283,neutral,0.5066961050033569,238.55929099954665
I am so excited to see @user @user and @user on @user #GilmoreGirlsTop4 #FallonTonight,positive,positive,0.988621175289154,86,positive,0.9999994039535522,37.77583298506215,28.831959003582597,positive,0.9874559044837952,230.8178340026643
@user You and George Soros make a good team!,positive,positive,0.8371121287345886,44,positive,0.9999998807907104,38.79220798262395,21.874792000744492,positive,0.9761825203895568,242.85199999576432
Review: Google Earth VR - VR Today Magazine (apparently remarkable achievement!) @user #VR,positive,positive,0.9777039289474488,90,positive,0.9999988079071044,42.65116699389182,27.216499991482124,positive,0.919861614704132,231.14170800545253
@user I followed Pope Francis' Latin twitter. I don't speak Latin.,neutral,neutral,0.8855487108230591,66,positive,0.9999985694885254,39.731666998704895,27.34762500040233,neutral,0.8297870755195618,220.13866697670892
"@user But,her sis was big in election,familyRall writers&ACexpert on digi media,so logical cd increase # s",positive,neutral,0.6658414006233215,106,positive,0.9999762773513794,42.622000008122995,37.33858300256543,neutral,0.7526066303253174,237.83579200971872
"Wait, Grayson Allen is still playing!? I know he looks like he's 12, but he's been there at least 6 years, right?",neutral,neutral,0.8259178996086121,113,neutral,0.6403495073318481,38.80979199311696,35.419417021330446,neutral,0.7514260411262512,246.52095898636617
"Pelosi, always one to reward failure, is trying to burden House Dems with Ben Ray Lujan as DCCC chair again. She's now incapable of learning",negative,negative,0.9180924296379088,140,negative,0.716037929058075,42.57387499092147,37.54141600802541,negative,0.905121386051178,241.54404099681415
"@user @user @user leftists have cried wolf a few too many times, while Trump supporters r getting assaulted actually.",negative,negative,0.8519748449325562,117,positive,0.9997277855873108,36.82012500939891,28.469915996538475,negative,0.8558838963508606,226.3301670027431
"So that's Obama Care, prosecuting Clinton & the Mexican border wall that he's now reneged on?! #lies #establishment…",negative,negative,0.8374610543251038,116,positive,0.7239522933959961,38.02937502041459,29.616457992233336,negative,0.8639187812805176,224.0507079986855
I want to see more robots fall in love with other robots,positive,neutral,0.4968145191669464,56,positive,0.9999971389770508,39.5514169940725,20.470625022426248,positive,0.7868454456329346,244.95570798171684
"There could be a thousand more Hairspray remakes, and I will still like the one with Zac Efron better.",positive,positive,0.8208129405975342,102,positive,0.9348878264427184,40.32258299412206,28.666958009125665,positive,0.5062072277069092,230.3601670137141
"A Battle to Change Medicare Is Brewing, Whether Trump Wants It or Nothttps://t.co/SYFgzYscjy#uniteblue #notmypresident",neutral,negative,0.559903621673584,118,positive,0.9525103569030762,44.09541600034572,38.82862499449402,negative,0.7049775123596191,247.075124992989
"The same people (leftists) who fought for women and gays, wanna allow the risk of terrorist migration in this country that kills them.",negative,negative,0.8988037109375,134,negative,0.9998979568481444,38.914207980269566,29.802167002344504,negative,0.9122776985168456,230.3302079963032
#Solar-powered #water #supply #project #commissioned in #Yemen,neutral,neutral,0.887561559677124,62,positive,0.9997183680534364,40.99458298878744,27.25620800629258,neutral,0.9374216794967652,225.05766598624177
Catching up on TWD #amc #TheWalkingDead,positive,neutral,0.8495028614997864,39,neutral,0.9967635869979858,39.05187497730367,22.764916997402903,neutral,0.944348156452179,241.4187079994008
Fossil fuels will still provide 80% of global #energy supply in 2035 said Dr. Eveloy @user at Network’s workshop…,neutral,neutral,0.8549164533615112,113,neutral,0.9998362064361572,43.26779200346209,30.87562500149943,neutral,0.927315354347229,235.68775001331232
FBI Is Doing their Job. COMEY Works for Putin.,neutral,neutral,0.575073778629303,46,negative,0.9999712705612184,40.30295799020678,21.234209008980542,neutral,0.5870018601417542,247.51054198713973
DAPL doesn't effect a single cent of fossil fuels,neutral,negative,0.5472015738487244,49,negative,0.5804543495178223,41.22583399293944,21.431917004520074,neutral,0.5539857745170593,246.59966700710356
@user @user @user Loyalty's V.important 2.Dems GOPe Press all working against him. Mitt foreign policy vision diff.,negative,neutral,0.7416691184043884,115,positive,0.9999717473983764,37.875917012570426,36.52191598666832,neutral,0.5786932706832886,237.09054198116064
@user Marion Le Pen has also accepted stolen wine from Crimea and agreed to new winemaking partnership #Sanctions #CrimeaIsUkraine,negative,negative,0.5462695360183716,130,positive,0.9999885559082032,40.67020898219198,30.883792001986876,negative,0.5283488035202026,254.68120799632743
New on #Steemit: Cristiano Ronaldo all Luxury Cars,neutral,neutral,0.7280698418617249,50,neutral,0.9999715089797974,38.968624983681366,25.236957997549325,neutral,0.8454316854476929,250.30820799292997
".@DrJillStein @user Answers? What are the Qs?Problem is voter suppression, not vote chicanery.Focus on the former, not the latter.",neutral,negative,0.7645395994186401,130,negative,0.9994940757751464,42.99879202153534,61.50120901293121,negative,0.6164684891700745,268.69237498613074
6. Vegetarianism is the best way to go,positive,positive,0.8458177447319031,38,positive,0.9970211386680604,40.639374987222254,33.57145900372416,positive,0.7828444242477417,272.51562499441206
@user they have some bad hombres working tonight?,neutral,negative,0.8407238721847534,49,positive,0.9519725441932678,39.66316700098105,24.816707998979837,negative,0.7786597609519958,271.6958750097547
"@user secures first major sales order worth around $65,000 #business #news #investment #ASX200 #Pharmaceutical",positive,positive,0.5895603895187378,110,positive,0.9999985694885254,40.02495898748748,31.27333300653845,neutral,0.7506288886070251,256.2582079845015
"IFC signed agreement with Bank of #Palestine to scale up lending operations to smaller firms, especially women-owne…",positive,neutral,0.7773028016090393,116,positive,0.9999819993972778,38.26241701608524,31.009792000986636,neutral,0.5769567489624023,243.40016700443812
mi mamá didn't tell me there was codeine in the cough syrup she gave me so I spent all of Thanksgiving drugged wbu,neutral,negative,0.6837069988250732,114,negative,0.999669313430786,38.9370410121046,30.13683299650438,negative,0.7687572240829468,240.2433329843916
Have a pesky relative that won't stop complaining about Trump? Check to see if they're registered to vote:https://t.co/ddJFVJrUZw,neutral,neutral,0.5955311059951782,129,neutral,0.999963879585266,43.628625018754974,39.86595800961368,negative,0.6015986204147339,246.34008400607857
Happy belated #NationalFastFoodDay!I want our #McDonalds with #McDelivery & #ShrimpBurgers like in #Seoul!  My fav…,positive,positive,0.9842444062232972,115,positive,0.9998879432678224,44.50587500468828,38.66237498004921,positive,0.9867697954177856,252.29029098409228
The The Orlando #Python User Group meetup is hosting the Deep Learning with #Python on Monday after next. Be there:,positive,neutral,0.6710382699966431,115,positive,0.9998477697372437,37.23616700153798,27.83808298408985,neutral,0.7763453722000122,226.2928750133142
@user it's soft conservatives who are cool with gay people (sometimes blacks) and drone strikes versus genuine progressives.,negative,negative,0.6401640772819519,124,positive,0.9991315007209778,38.23195901350118,30.04549999604933,neutral,0.6138679385185242,233.28529100399464
Google Earth joins the VR revolution letting you wander the world in 3D:,positive,positive,0.5225195288658142,72,neutral,0.9765349626541138,40.331500000320375,20.927249977830797,positive,0.6139163970947266,220.1531669998076
"@user anyways u can assume I & others have the best intentions & wouldnt advocate nonconsentual testing for anyone, human or animal",neutral,neutral,0.5311413407325745,131,positive,0.9999960660934448,37.599333008984104,30.69887502351776,neutral,0.7632134556770325,229.26545797963627
Ashley Graham needed affirmation after being dumped #bollywood,neutral,neutral,0.5558559894561768,62,neutral,0.9997678399086,39.746540976921096,22.25875001749955,neutral,0.718567430973053,249.59633298567496
#Buzzfeed is using #BIGOTED #ReligiousTest! #ChipGaines #JoannaGaines #HGTV #Christian,negative,neutral,0.8857036232948303,86,positive,0.5245869755744934,43.97120900102891,29.85108399298042,negative,0.5458489060401917,244.65170802432112
Westworld and our increasingly wired sense of eroticism,positive,neutral,0.7974797487258911,55,neutral,0.9998457431793212,39.74862501490861,22.33174999128096,neutral,0.5898823142051697,323.20204202551395
Marine Le Pen: Facts about the French far-right leader,neutral,neutral,0.8446119427680969,54,neutral,0.9994186162948608,41.606125014368445,21.152333007194105,neutral,0.9063945412635804,244.16425000526945
@user I'm voting for Tim Duncan,positive,neutral,0.7665879726409912,31,positive,0.9999961853027344,43.003833008697256,19.89737499388866,neutral,0.6842191815376282,240.42112499591897
"@user ruin ACA, privatize schools and Medicare, limit abortion choice, sell america's interests to line his pockets, start wars",negative,negative,0.8491477370262146,127,positive,0.9999476671218872,38.82170800352469,30.24008302600123,negative,0.8889556527137756,229.54162501264364
@user she introduced Ivanka to her husband!? Wow all surrounded by Putin's agents,neutral,neutral,0.5867801904678345,81,positive,0.9999419450759888,40.65008298493922,26.721375004854053,neutral,0.5883290767669678,228.9089590194635
@user Everyone knows that vegetarianism is synonymous with wellness! 🙄,positive,neutral,0.4786514043807983,70,positive,0.9999735355377196,40.62991699902341,21.204958989983425,neutral,0.710071325302124,243.8892920035869
"RT @user Trump supporters, please read this article. Do you support this? What possible response is there?",neutral,negative,0.7437108755111694,106,positive,0.999987244606018,35.89887500857003,27.08516697748564,neutral,0.7945886254310608,229.32495901477523
To motivate deep learning & resilience help youth develop initiative. Great tips from @user,positive,positive,0.9578109383583068,91,positive,0.9999979734420776,40.17933298018761,27.604582981439307,positive,0.955061972141266,224.8601249884814
#native american sex pictures download porn mp4 anal fissure homeopathy,neutral,neutral,0.7560844421386719,71,neutral,0.7670710682868958,40.85858300095424,26.61366699612699,neutral,0.6809463500976562,248.62912500975656
Representing in the @user for my peeps. #brownandproud #bad-hombres #thanksgiving,neutral,positive,0.5988271832466125,81,positive,0.99999737739563,37.80074999667704,27.71958298399113,positive,0.583496630191803,233.66316701867615
Ethics counsels for W & Obama: Electors shd vote #Clinton if #Trump retains ownership of his businesses #UniteBlue,neutral,neutral,0.8517529964447021,114,positive,0.9999475479125975,39.33937501278706,28.649749991018325,neutral,0.7896184325218201,230.2575409994461
The New York Times doesn't even pretend to cover the news anymore. Where are their articles about anti-Trump riots?,negative,negative,0.8580602407455444,115,negative,0.995133101940155,37.152000004425645,28.22074998402968,negative,0.9233912825584412,228.4204579773359
67.4 kg gold missing from Delhi airport in 7 months - via,negative,neutral,0.6595854163169861,57,neutral,0.9999902248382568,39.002542005619034,21.508707985049114,negative,0.7075927257537842,222.68133400939405
#ESPN 2013-14 Panini Gold Standard Gold Prospects #35 Harrison Barnes /49 #TFBJP,neutral,neutral,0.962702453136444,80,positive,0.972470998764038,35.637166001833975,28.383374999975786,neutral,0.9702304005622864,228.39408300933428
"@user @user ...and by ""genocidal antisemites"" you mean Steve Bannon, right?#NotMyPresident",negative,negative,0.8690690398216248,90,positive,0.9999977350234984,36.786917014978826,35.163916007149965,negative,0.925542175769806,229.9725410121027
"Rimmel Cosmetics, Avon and Cover Girl: You have got to stop making “cosmetics of cruelty”!",negative,negative,0.8723275661468506,90,neutral,0.9998511075973512,38.38558300049044,27.96325000235811,negative,0.9294551610946656,229.6188339823857
@user Legal terminology for opposing gay marriage? Homo MatrimOHNO,negative,negative,0.5299476981163025,66,positive,0.999962568283081,39.33683299692348,22.110541991423815,neutral,0.5865588188171387,223.41166701517068
#Marijuana is medicine. 4 a very authoritative medical review of #cannabis https://t.co/9VlyPQTnGT No Exp date,neutral,neutral,0.6021127104759216,110,positive,0.9958382844924928,40.70099999080412,36.65845800423995,neutral,0.4958923459053039,245.7956250000279
What would The [un] @user & Conservatives say if @user or @user did a secret deal to give $300miln to WA? #auspol,negative,neutral,0.8842323422431946,113,positive,0.8676968812942505,45.156292006140575,36.55612500733696,neutral,0.924287736415863,243.2439999829512
#Prophet #Muhammad was treating every one of his #companions as if he most #beloved one to him. #Ep06_,positive,positive,0.5873820781707764,102,neutral,0.9999399185180664,37.48812500271015,28.84245800669305,positive,0.5048292875289917,244.54183300258592
Shame on #Barcelona fans for #homophobia displayed towards @user #RainbowLaces…,negative,negative,0.9215261936187744,79,positive,0.6434223055839539,36.38050000881776,27.768542000558227,negative,0.9378005266189576,229.6155829972122
He's already ENRICHING HIMSELF by charging SS TOP price @user Towers Melania should b forced 2 live @user when time,negative,negative,0.5691756010055542,115,positive,0.9985334873199464,39.50650000479072,27.966333989752457,negative,0.7468746304512024,229.8489169916138
Abortion really brings out the kid in you.,negative,negative,0.7142614722251892,42,neutral,0.9980579018592834,40.70712500833906,20.378500019432977,negative,0.7636322975158691,240.03929199534468
You can now virtually travel the planet as #Google Earth is available in VR.,neutral,positive,0.6870924234390259,76,neutral,0.9994896650314332,43.19670901168138,25.134416995570064,positive,0.6711126565933228,224.1152499918826
New #BeautyAndTheBeast photo of Gaston wooing Belle @user @user,positive,neutral,0.7090470790863037,63,positive,0.9999202489852904,48.14412500127219,27.88558299653232,neutral,0.9492623805999756,222.58112498093396
The best holiday ever National Fast food day #NationalFastFoodDay   @user,positive,positive,0.9917895793914796,73,positive,0.9987058639526368,38.69716697954573,24.849417008226737,positive,0.989245593547821,220.91208302299492
Fast food companies spend $2B advertising to children each year. How's a parent to compete? #NationalFastFoodDay,negative,neutral,0.7050699591636658,112,neutral,0.9999731779098512,40.19358300138265,29.63570802239701,negative,0.5372228026390076,239.71937500755303
"@user @user ...or for her support of ""terrorism""! #Hamas",negative,negative,0.7018967270851135,56,positive,0.9999743700027466,41.043292003450915,26.34737500920892,negative,0.8108588457107544,246.80216697743165
"Comey’s letter swung public opinion, it would not have cost her the election. Voter suppression did that.",negative,negative,0.6920162439346313,105,negative,0.9998249411582948,37.02191699994728,27.822332980576903,negative,0.5117232799530029,274.85487502417527
#airbnb trips seems good #trips #uber…,positive,positive,0.8973917365074158,38,positive,0.9999713897705078,41.841458005364984,21.66920798481442,positive,0.9706703424453736,227.81800001394004
"If teachers are willing to make content wicked cool, students will be willing to engage in deep learning. #divergED…",positive,positive,0.8301326036453247,116,neutral,0.9998310804367064,37.58920801919885,27.357958984794095,positive,0.8105052709579468,230.53120900294743
Smart roads are the companion self-driving cars need.,neutral,positive,0.7149525880813599,53,neutral,0.9999675750732422,41.01254200213589,20.611582993296903,positive,0.6700973510742188,242.42900000535883
@user she plans to rig the recount...so the Trump admin better be ahead of this. Even Obama didn't want her to do it.,negative,negative,0.8583071827888489,117,positive,0.9999473094940186,37.93170800781809,36.322041996754706,negative,0.7121195793151855,246.29254199680872
Increasingly looks like Russia just conducted a sophisticated intel & propaganda operation of historic significance…,neutral,neutral,0.6409395337104797,116,negative,0.8663153052330017,39.32637500111014,25.31308401376009,neutral,0.6136636734008789,224.8712919827085
"@user A fine on that level does not really make much difference, does it 😔 #fracking destroys #environment @user",neutral,negative,0.9160420894622804,112,positive,0.6931290626525879,38.178416987648234,29.49316700687632,negative,0.924779772758484,232.2697500057984
"The deplorables will have an awesome four year long hangover, think salt and hemroids, head in a sack bar of (cont)",negative,negative,0.7596957683563232,115,positive,0.9999986886978148,36.347415996715426,36.87620899290778,negative,0.7253076434135437,233.079458004795
@user When are we going to sign Mr. @user to his extention? Let's get it done!,positive,positive,0.6042792201042175,78,positive,0.9999995231628418,37.44179199566133,28.49270799197257,neutral,0.7285378575325012,228.6844999762252
"@user @user @user Great, so how far will you comply? Just squeeze a little more gun control?Ban angled foregrips, fudd?",negative,neutral,0.4758670330047607,119,positive,0.9999974966049194,42.77416699915193,36.54724999796599,neutral,0.6515763998031616,246.60270899767056
"""Focusing on [alt rightists'] respectability...makes white supremacy appear normal and acceptable.""",neutral,negative,0.5735711455345154,99,neutral,0.9997276663780212,36.1198750033509,28.177333006169647,negative,0.8327325582504272,227.6575830182992
"George soros...a member of the National socialist German worker party(nazi party). He served under Hitler, Himmler,this man said...",negative,neutral,0.831203818321228,131,negative,0.5045651793479919,43.197000020882115,36.96204200969078,negative,0.674128532409668,244.22887500259097
@user The Clinton Crime Foundation got everyone wanting to Pay to Play!,negative,negative,0.5295618772506714,71,positive,0.9999228715896606,38.43633399810642,21.327624999685213,negative,0.8602679371833801,222.06041699973864
@user @user @user @user @user The NeoFascist Conservatives all cling to the fact that...,negative,negative,0.6331828832626343,88,positive,0.9998787641525269,38.8609160145279,29.463541985023767,negative,0.4912723004817962,229.6175000083167
#FantasticBeasts at @user then to DHS for #JingleBellJingleBAM,positive,positive,0.8955100774765015,62,positive,0.999936819076538,37.600207986542955,27.822792006190863,neutral,0.9140409231185912,225.5034169938881
FCBarcelona: Arda Turan missed Friday's training session at the Ciutat Esportiva due to a fever #FCBlive,neutral,neutral,0.6349655985832214,104,negative,0.9556165933609008,36.68183297850192,37.446417001774535,neutral,0.503548264503479,234.51245899195783
@user it just fucking blows because working a minimum wage job i need all the money i can get. shit isnt cheap.,negative,negative,0.9478798508644104,111,negative,0.9999895095825196,38.864583999384195,29.31650000391528,negative,0.9394312500953674,232.1361250069458
